date,Price
10/06/2020,10602.6
11/06/2020,15577.9
12/06/2020,19379.9
01/07/2020,8155.7
02/07/2020,9818.6
03/07/2020,8887.8
04/07/2020,7185.2
05/07/2020,9979.8
06/07/2020,9742.6
07/07/2020,9256
08/07/2020,11592
09/07/2020,10376.9
10/07/2020,10670.9
11/07/2020,14828.4
12/07/2020,19170.7
01/08/2020,8059.6
02/08/2020,9895.5
03/08/2020,8034.1
04/08/2020,7361.2
05/08/2020,9806.2
06/08/2020,9777.9
07/08/2020,9429.9
08/08/2020,11764.3
09/08/2020,10126.6
10/08/2020,10924.1
11/08/2020,15483.7
12/08/2020,18326.6
01/09/2020,7842.4
02/09/2020,10151.5
03/09/2020,7933
04/09/2020,7289
05/09/2020,9554.6
06/09/2020,9768.8
07/09/2020,9235.7
08/09/2020,11681.2
09/09/2020,10224.6
10/09/2020,11054.2
11/09/2020,15327.2
12/09/2020,18546
01/10/2020,8187.1
02/10/2020,9854.1
03/10/2020,7891.2
04/10/2020,6863.1
05/10/2020,8738.8
06/10/2020,9878.8
07/10/2020,9285.1
08/10/2020,11889.2
09/10/2020,10339.7
