date,Price
8/27/2015 0:00,223.8
8/28/2015 0:00,232.09
8/29/2015 0:00,229.23
8/30/2015 0:00,228.43
8/31/2015 0:00,229.84
09/01/2015 0:00,227.65
09/02/2015 0:00,228.77
09/03/2015 0:00,226.79
09/04/2015 0:00,231.09
09/05/2015 0:00,235.45
09/06/2015 0:00,240.45
09/07/2015 0:00,240.12
09/08/2015 0:00,244.04
09/09/2015 0:00,237.96
09/10/2015 0:00,238.5
09/11/2015 0:00,239.94
09/12/2015 0:00,235.61
9/13/2015 0:00,230.17
9/14/2015 0:00,229.51
9/15/2015 0:00,229.3
9/16/2015 0:00,227.85
9/17/2015 0:00,232.44
9/18/2015 0:00,232.82
9/19/2015 0:00,230.23
9/20/2015 0:00,230.29
9/21/2015 0:00,225.93
9/22/2015 0:00,229.59
9/23/2015 0:00,229.41
9/24/2015 0:00,233.19
9/25/2015 0:00,235.13
9/26/2015 0:00,233.89
9/27/2015 0:00,231.91
9/28/2015 0:00,239
9/29/2015 0:00,236.71
9/30/2015 0:00,236.65
10/01/2015 0:00,237.52
10/02/2015 0:00,237.69
10/03/2015 0:00,238.77
10/04/2015 0:00,238.4
10/05/2015 0:00,240.53
10/06/2015 0:00,246.93
10/07/2015 0:00,243.47
10/08/2015 0:00,243.41
10/09/2015 0:00,244.49
10/10/2015 0:00,245.72
10/11/2015 0:00,247.83
10/12/2015 0:00,245.48
10/13/2015 0:00,248.69
10/14/2015 0:00,252.46
10/15/2015 0:00,254.44
10/16/2015 0:00,262.5
10/17/2015 0:00,268.99
10/18/2015 0:00,261
10/19/2015 0:00,264.43
10/20/2015 0:00,270.23
10/21/2015 0:00,267.8
10/22/2015 0:00,275.3
10/23/2015 0:00,277.71
10/24/2015 0:00,282.59
10/25/2015 0:00,288.27
10/26/2015 0:00,285.82
10/27/2015 0:00,295.17
10/28/2015 0:00,304.05
10/29/2015 0:00,313.73
10/30/2015 0:00,328.78
10/31/2015 0:00,310.06
11/01/2015 0:00,328.98
11/02/2015 0:00,361.98
11/03/2015 0:00,398.21
11/04/2015 0:00,404.3
11/05/2015 0:00,383.22
11/06/2015 0:00,371.79
11/07/2015 0:00,385.76
11/08/2015 0:00,371.87
11/09/2015 0:00,379.88
11/10/2015 0:00,337.69
11/11/2015 0:00,303
11/12/2015 0:00,334.94
11/13/2015 0:00,333.51
11/14/2015 0:00,331.61
11/15/2015 0:00,317
11/16/2015 0:00,330.9
11/17/2015 0:00,335.44
11/18/2015 0:00,337.06
11/19/2015 0:00,324.95
11/20/2015 0:00,321.5
11/21/2015 0:00,324.99
11/22/2015 0:00,323.11
11/23/2015 0:00,323.01
11/24/2015 0:00,318.42
11/25/2015 0:00,328.3
11/26/2015 0:00,356.39
11/27/2015 0:00,359.87
11/28/2015 0:00,356.39
11/29/2015 0:00,371.04
11/30/2015 0:00,377.98
12/01/2015 0:00,362.95
12/02/2015 0:00,359.97
12/03/2015 0:00,361.32
12/04/2015 0:00,362.3
12/05/2015 0:00,384.67
12/06/2015 0:00,394.6
12/07/2015 0:00,395.1
12/08/2015 0:00,409
12/09/2015 0:00,416.08
12/10/2015 0:00,416.28
12/11/2015 0:00,451.68
12/12/2015 0:00,435.87
12/13/2015 0:00,435.8
12/14/2015 0:00,442.37
12/15/2015 0:00,463.61
12/16/2015 0:00,455.1
12/17/2015 0:00,456.01
12/18/2015 0:00,463
12/19/2015 0:00,460.96
12/20/2015 0:00,441.48
12/21/2015 0:00,437.56
12/22/2015 0:00,436.15
12/23/2015 0:00,443.34
12/24/2015 0:00,455.71
12/25/2015 0:00,455.5
12/26/2015 0:00,417.42
12/27/2015 0:00,423.29
12/28/2015 0:00,420.7
12/29/2015 0:00,430.04
12/30/2015 0:00,427.05
12/31/2015 0:00,430.57
01/01/2016 0:00,434.98
01/02/2016 0:00,433.74
01/03/2016 0:00,430.85
01/04/2016 0:00,433.97
01/05/2016 0:00,431.89
01/06/2016 0:00,431.84
01/07/2016 0:00,457.79
01/08/2016 0:00,451.32
01/09/2016 0:00,449.95
01/10/2016 0:00,447.21
01/11/2016 0:00,448.99
01/12/2016 0:00,446.27
1/13/2016 0:00,432.53
1/14/2016 0:00,429.22
1/15/2016 0:00,372.85
1/16/2016 0:00,386.43
1/17/2016 0:00,382.85
1/18/2016 0:00,385
1/19/2016 0:00,379.88
1/20/2016 0:00,410.93
1/21/2016 0:00,410.03
1/22/2016 0:00,381.78
1/23/2016 0:00,386.92
1/24/2016 0:00,402.5
1/25/2016 0:00,392.58
1/26/2016 0:00,390.66
1/27/2016 0:00,395
1/28/2016 0:00,379.16
1/29/2016 0:00,379.44
1/30/2016 0:00,376.6
1/31/2016 0:00,370
02/01/2016 0:00,371.5
02/02/2016 0:00,373.18
02/03/2016 0:00,367.64
02/04/2016 0:00,390
02/05/2016 0:00,385.88
02/06/2016 0:00,374.27
02/07/2016 0:00,375.4
02/08/2016 0:00,371.16
02/09/2016 0:00,373.16
02/10/2016 0:00,379.86
02/11/2016 0:00,377.99
02/12/2016 0:00,382.88
2/13/2016 0:00,389.51
2/14/2016 0:00,403.95
2/15/2016 0:00,399
2/16/2016 0:00,406.47
2/17/2016 0:00,415.52
2/18/2016 0:00,420.31
2/19/2016 0:00,419.27
2/20/2016 0:00,440.24
2/21/2016 0:00,437.7
2/22/2016 0:00,437.97
2/23/2016 0:00,420.05
2/24/2016 0:00,422.61
2/25/2016 0:00,423.51
2/26/2016 0:00,427.8
2/27/2016 0:00,431.06
2/28/2016 0:00,432.16
2/29/2016 0:00,436.62
03/01/2016 0:00,433.31
03/02/2016 0:00,425.18
03/03/2016 0:00,420.27
03/04/2016 0:00,409.97
03/05/2016 0:00,398.5
03/06/2016 0:00,404.78
03/07/2016 0:00,414.76
03/08/2016 0:00,412.13
03/09/2016 0:00,412.66
03/10/2016 0:00,416.5
03/11/2016 0:00,418.1
03/12/2016 0:00,410.47
3/13/2016 0:00,412.64
3/14/2016 0:00,413.85
3/15/2016 0:00,415.89
3/16/2016 0:00,416.49
3/17/2016 0:00,418.49
3/18/2016 0:00,408.21
3/19/2016 0:00,408.94
3/20/2016 0:00,411.34
3/21/2016 0:00,410.99
3/22/2016 0:00,415.89
3/23/2016 0:00,417.22
3/24/2016 0:00,415.96
3/25/2016 0:00,416.25
3/26/2016 0:00,416.77
3/27/2016 0:00,424.3
3/28/2016 0:00,422.05
3/29/2016 0:00,415.4
3/30/2016 0:00,413.09
3/31/2016 0:00,415.51
04/01/2016 0:00,415.38
04/02/2016 0:00,419.19
04/03/2016 0:00,419
04/04/2016 0:00,418.65
04/05/2016 0:00,422.6
04/06/2016 0:00,421.63
04/07/2016 0:00,419.84
04/08/2016 0:00,418.13
04/09/2016 0:00,418.37
04/10/2016 0:00,420.77
04/11/2016 0:00,422.08
04/12/2016 0:00,425.91
4/13/2016 0:00,423.26
4/14/2016 0:00,424.51
4/15/2016 0:00,429.25
4/16/2016 0:00,430.68
4/17/2016 0:00,426.75
4/18/2016 0:00,428.07
4/19/2016 0:00,435.25
4/20/2016 0:00,441.25
4/21/2016 0:00,451
4/22/2016 0:00,447.8
4/23/2016 0:00,451.31
4/24/2016 0:00,459.4
4/25/2016 0:00,465.99
4/26/2016 0:00,468
4/27/2016 0:00,447.46
4/28/2016 0:00,450
4/29/2016 0:00,454.77
4/30/2016 0:00,446.7
05/01/2016 0:00,451.4
05/02/2016 0:00,443.54
05/03/2016 0:00,451.7
05/04/2016 0:00,446.3
05/05/2016 0:00,448.82
05/06/2016 0:00,459.73
05/07/2016 0:00,458.15
05/08/2016 0:00,457.81
05/09/2016 0:00,461.63
05/10/2016 0:00,449.91
05/11/2016 0:00,452.01
05/12/2016 0:00,454.92
5/13/2016 0:00,456.04
5/14/2016 0:00,455.38
5/15/2016 0:00,457.48
5/16/2016 0:00,455.56
5/17/2016 0:00,453.01
5/18/2016 0:00,452.94
5/19/2016 0:00,441.63
5/20/2016 0:00,441.97
5/21/2016 0:00,442.84
5/22/2016 0:00,437.85
5/23/2016 0:00,442.29
5/24/2016 0:00,445.31
5/25/2016 0:00,448.02
5/26/2016 0:00,452.38
5/27/2016 0:00,472.68
5/28/2016 0:00,521.5
5/29/2016 0:00,513.85
5/30/2016 0:00,527
5/31/2016 0:00,532.06
06/01/2016 0:00,538.65
06/02/2016 0:00,538.98
06/03/2016 0:00,567.94
06/04/2016 0:00,573.87
06/05/2016 0:00,573.76
06/06/2016 0:00,583.49
06/07/2016 0:00,576.75
06/08/2016 0:00,583.24
06/09/2016 0:00,576.4
06/10/2016 0:00,577.91
06/11/2016 0:00,592.13
06/12/2016 0:00,667.94
6/13/2016 0:00,702.05
6/14/2016 0:00,685.69
6/15/2016 0:00,693.01
6/16/2016 0:00,765.6
6/17/2016 0:00,746.99
6/18/2016 0:00,755.02
6/19/2016 0:00,760.55
6/20/2016 0:00,734.99
6/21/2016 0:00,668.42
6/22/2016 0:00,594.1
6/23/2016 0:00,624.69
6/24/2016 0:00,656.71
6/25/2016 0:00,663.24
6/26/2016 0:00,628.61
6/27/2016 0:00,648.2
6/28/2016 0:00,645.39
6/29/2016 0:00,634.43
6/30/2016 0:00,666.84
07/01/2016 0:00,677
07/02/2016 0:00,702.48
07/03/2016 0:00,664.14
07/04/2016 0:00,678.72
07/05/2016 0:00,666.58
07/06/2016 0:00,674.46
07/07/2016 0:00,636.39
07/08/2016 0:00,664
07/09/2016 0:00,652.54
07/10/2016 0:00,646.55
07/11/2016 0:00,647.42
07/12/2016 0:00,671.7
7/13/2016 0:00,661.5
7/14/2016 0:00,660.53
7/15/2016 0:00,664.99
7/16/2016 0:00,662
7/17/2016 0:00,678.23
7/18/2016 0:00,673.46
7/19/2016 0:00,673.86
7/20/2016 0:00,667.02
7/21/2016 0:00,664.25
7/22/2016 0:00,652.95
7/23/2016 0:00,653.8
7/24/2016 0:00,659.51
7/25/2016 0:00,654.37
7/26/2016 0:00,652.22
7/27/2016 0:00,655.63
7/28/2016 0:00,653.44
7/29/2016 0:00,657.03
7/30/2016 0:00,654.37
7/31/2016 0:00,620.01
08/01/2016 0:00,607.61
08/02/2016 0:00,514.98
08/03/2016 0:00,565.63
08/04/2016 0:00,575.52
08/05/2016 0:00,576.64
08/06/2016 0:00,588.78
08/07/2016 0:00,592.6
08/08/2016 0:00,589.46
08/09/2016 0:00,583.53
08/10/2016 0:00,591.7
08/11/2016 0:00,587.57
08/12/2016 0:00,586
8/13/2016 0:00,582.11
8/14/2016 0:00,567.45
8/15/2016 0:00,565.79
8/16/2016 0:00,577.53
8/17/2016 0:00,570.47
8/18/2016 0:00,569.71
8/19/2016 0:00,572.11
8/20/2016 0:00,580
8/21/2016 0:00,578.47
8/22/2016 0:00,583.85
8/23/2016 0:00,580.71
8/24/2016 0:00,577.11
8/25/2016 0:00,576.99
8/26/2016 0:00,577.84
8/27/2016 0:00,567.41
8/28/2016 0:00,573
8/29/2016 0:00,571.5
8/30/2016 0:00,575.23
8/31/2016 0:00,570.76
09/01/2016 0:00,571.6
09/02/2016 0:00,572
09/03/2016 0:00,592.5
09/04/2016 0:00,604.25
09/05/2016 0:00,603.74
09/06/2016 0:00,608.96
09/07/2016 0:00,614.39
09/08/2016 0:00,625.66
09/09/2016 0:00,622
09/10/2016 0:00,622.01
09/11/2016 0:00,603.8
09/12/2016 0:00,607
9/13/2016 0:00,607.73
9/14/2016 0:00,607.89
9/15/2016 0:00,605.21
9/16/2016 0:00,605.9
9/17/2016 0:00,604.04
9/18/2016 0:00,608
9/19/2016 0:00,607.88
9/20/2016 0:00,606.95
9/21/2016 0:00,594.66
9/22/2016 0:00,593.95
9/23/2016 0:00,602.53
9/24/2016 0:00,600.14
9/25/2016 0:00,597.41
